booking_id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_date_full,arrival_month_name
INN00926,2,0,1,3,Meal Plan 1,0,Room_Type 4,11,2018,9,15,Online,0,0,0,113.34,1,Not_Canceled,2018-09-15,September
INN00927,2,0,1,0,Not Selected,0,Room_Type 1,28,2018,10,3,Online,0,0,0,126.0,0,Canceled,2018-10-03,October
INN00928,2,0,2,1,Meal Plan 2,0,Room_Type 1,87,2018,10,23,Offline,0,0,0,112.25,1,Not_Canceled,2018-10-23,October
INN00929,3,0,1,2,Meal Plan 1,0,Room_Type 4,99,2018,5,13,Online,0,0,0,159.3,0,Canceled,2018-05-13,May
INN00930,2,0,2,1,Meal Plan 1,0,Room_Type 1,13,2017,10,18,Offline,0,0,0,85.0,0,Not_Canceled,2017-10-18,October
INN00931,2,0,0,3,Meal Plan 1,0,Room_Type 4,18,2018,5,10,Online,0,0,0,146.0,1,Not_Canceled,2018-05-10,May
INN00932,1,0,0,3,Meal Plan 1,0,Room_Type 1,6,2018,11,1,Offline,0,0,0,75.0,0,Not_Canceled,2018-11-01,November
INN00933,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Online,0,0,0,115.0,0,Canceled,2018-10-14,October
INN00934,2,1,2,3,Meal Plan 1,0,Room_Type 1,4,2018,6,16,Online,0,0,0,168.5,2,Not_Canceled,2018-06-16,June
INN00935,1,0,0,2,Meal Plan 1,0,Room_Type 1,15,2017,8,27,Online,0,0,0,80.0,1,Canceled,2017-08-27,August
INN00936,2,0,0,3,Meal Plan 1,0,Room_Type 1,23,2018,9,15,Online,0,0,0,159.0,2,Not_Canceled,2018-09-15,September
INN00937,2,0,0,3,Meal Plan 1,0,Room_Type 4,7,2018,5,4,Online,0,0,0,156.0,1,Not_Canceled,2018-05-04,May
INN00938,0,2,0,3,Meal Plan 1,0,Room_Type 2,40,2018,1,14,Online,0,0,0,6.67,1,Not_Canceled,2018-01-14,January
INN00939,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Online,0,0,0,80.0,0,Canceled,2017-10-16,October
INN00940,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,2018,9,23,Online,0,0,0,128.8,1,Not_Canceled,2018-09-23,September
INN00941,1,0,2,1,Meal Plan 1,0,Room_Type 1,40,2017,10,25,Online,0,0,0,71.64,0,Not_Canceled,2017-10-25,October
INN00942,2,0,0,3,Meal Plan 1,0,Room_Type 1,42,2018,2,3,Online,0,0,0,80.3,1,Not_Canceled,2018-02-03,February
INN00943,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65.0,0,Not_Canceled,2017-08-05,August
INN00944,2,0,2,3,Meal Plan 1,0,Room_Type 1,54,2017,10,3,Online,0,0,0,74.15,2,Not_Canceled,2017-10-03,October
INN00945,2,0,1,1,Meal Plan 1,0,Room_Type 1,24,2017,9,19,Online,0,0,0,124.0,2,Not_Canceled,2017-09-19,September
INN00946,1,0,0,2,Meal Plan 1,0,Room_Type 4,0,2018,3,8,Corporate,0,0,0,75.0,0,Canceled,2018-03-08,March
INN00947,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,8,20,Online,0,0,0,168.3,2,Not_Canceled,2018-08-20,August
INN00948,2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2017,10,29,Offline,0,0,0,85.0,0,Not_Canceled,2017-10-29,October
INN00949,2,0,0,4,Meal Plan 1,0,Room_Type 2,33,2017,8,5,Online,0,0,0,67.5,1,Canceled,2017-08-05,August
INN00950,2,0,0,3,Meal Plan 2,0,Room_Type 1,11,2018,5,24,Offline,0,0,0,160.0,0,Not_Canceled,2018-05-24,May
INN00951,2,0,1,1,Not Selected,0,Room_Type 1,63,2018,3,28,Online,0,0,0,80.1,0,Canceled,2018-03-28,March
INN00952,2,0,0,2,Meal Plan 1,0,Room_Type 1,56,2018,11,16,Offline,0,0,0,75.0,0,Not_Canceled,2018-11-16,November
INN00953,2,0,2,2,Meal Plan 1,0,Room_Type 1,36,2018,5,21,Online,0,0,0,126.9,2,Not_Canceled,2018-05-21,May
INN00954,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Online,0,0,0,115.0,0,Canceled,2018-10-15,October
INN00955,0,2,1,1,Meal Plan 1,0,Room_Type 2,92,2018,10,29,Online,0,0,0,81.5,2,Not_Canceled,2018-10-29,October
INN00956,2,0,0,1,Meal Plan 1,0,Room_Type 4,23,2018,8,3,Online,0,0,0,166.0,1,Not_Canceled,2018-08-03,August
INN00957,1,0,2,3,Meal Plan 1,0,Room_Type 1,27,2018,11,6,Online,0,0,0,143.3,1,Not_Canceled,2018-11-06,November
INN00958,2,2,2,1,Meal Plan 2,0,Room_Type 6,57,2018,4,24,Online,0,0,0,228.6,0,Canceled,2018-04-24,April
INN00959,2,0,2,1,Meal Plan 1,0,Room_Type 4,8,2018,6,26,Offline,0,0,0,107.0,0,Not_Canceled,2018-06-26,June
INN00960,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,8,20,Online,0,0,0,130.0,1,Not_Canceled,2018-08-20,August
INN00961,2,0,0,2,Meal Plan 1,0,Room_Type 1,13,2018,1,20,Online,0,0,0,96.0,1,Not_Canceled,2018-01-20,January
INN00962,2,0,2,1,Not Selected,0,Room_Type 1,55,2018,9,10,Online,0,0,0,91.51,1,Not_Canceled,2018-09-10,September
INN00963,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2017,8,30,Online,0,0,0,90.0,2,Not_Canceled,2017-08-30,August
INN00964,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Online,0,0,0,107.0,0,Canceled,2018-09-26,September
INN00965,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,80.0,1,Not_Canceled,2018-04-20,April
INN00966,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,0,0,0,110.0,0,Canceled,2018-07-06,July
INN00967,2,0,0,3,Not Selected,1,Room_Type 1,69,2018,6,21,Online,0,0,0,114.9,1,Not_Canceled,2018-06-21,June
INN00968,2,0,0,3,Meal Plan 2,0,Room_Type 1,150,2018,6,16,Offline,0,0,0,90.0,1,Not_Canceled,2018-06-16,June
INN00969,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Online,0,0,0,75.0,0,Canceled,2018-04-06,April
INN00970,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,2018-06-24,June
INN00971,2,0,1,3,Meal Plan 1,0,Room_Type 1,16,2017,9,21,Online,0,0,0,124.0,2,Not_Canceled,2017-09-21,September
INN00972,2,0,0,4,Not Selected,0,Room_Type 1,133,2018,9,27,Online,0,0,0,118.8,3,Not_Canceled,2018-09-27,September
INN00973,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,3,2,Online,0,0,0,101.0,1,Not_Canceled,2018-03-02,March
INN00974,2,0,0,2,Meal Plan 1,0,Room_Type 4,8,2018,6,22,Online,0,0,0,131.0,1,Not_Canceled,2018-06-22,June
INN00975,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,2018,11,25,Online,0,0,0,90.0,0,Not_Canceled,2018-11-25,November
INN00976,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled,2017-12-04,December
INN00977,3,0,0,4,Meal Plan 1,1,Room_Type 4,62,2018,7,26,Online,0,0,0,146.7,2,Not_Canceled,2018-07-26,July
INN00978,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled,2017-10-02,October
INN00979,2,0,0,2,Meal Plan 1,0,Room_Type 1,96,2018,6,29,Online,0,0,0,118.8,1,Not_Canceled,2018-06-29,June
INN00980,2,0,1,2,Not Selected,0,Room_Type 1,37,2018,2,22,Online,0,0,0,69.9,0,Canceled,2018-02-22,February
INN00981,2,0,2,1,Meal Plan 1,0,Room_Type 1,38,2018,9,18,Offline,0,0,0,85.5,0,Not_Canceled,2018-09-18,September
INN00982,3,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,3,23,Online,0,0,0,169.0,3,Not_Canceled,2018-03-23,March
INN00983,2,0,1,2,Meal Plan 1,1,Room_Type 1,43,2018,7,1,Online,0,0,0,126.9,1,Not_Canceled,2018-07-01,July
INN00984,2,0,2,5,Meal Plan 1,0,Room_Type 1,38,2018,8,4,Offline,0,0,0,85.0,0,Not_Canceled,2018-08-04,August
INN00985,2,0,1,1,Meal Plan 1,0,Room_Type 1,9,2017,9,7,Online,0,0,0,114.5,2,Not_Canceled,2017-09-07,September
INN00986,1,0,2,2,Not Selected,0,Room_Type 1,32,2017,9,18,Online,0,0,0,141.53,2,Not_Canceled,2017-09-18,September
INN00987,2,0,0,4,Meal Plan 1,0,Room_Type 1,88,2018,3,23,Online,0,0,0,88.7,0,Not_Canceled,2018-03-23,March
INN00988,2,0,1,3,Meal Plan 1,0,Room_Type 1,115,2017,9,10,Online,0,0,0,89.25,0,Not_Canceled,2017-09-10,September
INN00989,2,0,1,0,Meal Plan 1,0,Room_Type 4,0,2017,8,3,Complementary,0,0,0,0.0,0,Not_Canceled,2017-08-03,August
INN00990,2,0,1,2,Not Selected,0,Room_Type 1,99,2018,11,7,Online,0,0,0,161.1,2,Not_Canceled,2018-11-07,November
INN00991,2,0,0,2,Not Selected,0,Room_Type 1,22,2018,2,19,Online,0,0,0,81.0,1,Not_Canceled,2018-02-19,February
INN00992,3,0,2,2,Meal Plan 1,0,Room_Type 4,8,2018,4,16,Online,0,0,0,144.5,1,Not_Canceled,2018-04-16,April
INN00993,1,0,2,3,Not Selected,0,Room_Type 1,81,2018,7,3,Online,0,0,0,103.5,0,Not_Canceled,2018-07-03,July
INN00994,2,1,1,2,Meal Plan 1,0,Room_Type 1,81,2018,10,21,Online,0,0,0,135.0,0,Canceled,2018-10-21,October
INN00995,2,0,1,1,Meal Plan 1,0,Room_Type 1,58,2018,10,31,Online,0,0,0,102.15,1,Not_Canceled,2018-10-31,October
INN00996,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Online,0,0,0,95.0,0,Canceled,2018-05-13,May
INN00997,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2017,10,13,Complementary,0,0,0,0.0,0,Not_Canceled,2017-10-13,October
INN00998,1,0,0,1,Meal Plan 1,0,Room_Type 1,79,2018,12,22,Online,0,0,0,86.4,1,Not_Canceled,2018-12-22,December
INN00999,2,0,2,3,Not Selected,0,Room_Type 1,57,2017,9,19,Online,0,0,0,66.53,1,Not_Canceled,2017-09-19,September
INN01000,2,0,2,5,Meal Plan 1,0,Room_Type 1,29,2018,1,8,Online,0,0,0,79.54,1,Not_Canceled,2018-01-08,January
INN01001,2,0,0,4,Meal Plan 1,0,Room_Type 4,18,2018,5,31,Online,0,0,0,112.8,0,Canceled,2018-05-31,May
INN01002,2,0,1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,112.2,0,Not_Canceled,2017-10-05,October
INN01003,2,0,2,3,Meal Plan 1,0,Room_Type 1,25,2017,9,13,Online,0,0,0,75.6,0,Not_Canceled,2017-09-13,September
INN01004,2,0,0,4,Meal Plan 1,0,Room_Type 4,84,2018,4,27,Online,0,0,0,118.15,1,Not_Canceled,2018-04-27,April
INN01005,2,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,4,22,Online,0,0,0,121.0,2,Not_Canceled,2018-04-22,April
INN01006,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,20,Complementary,1,0,2,0.0,0,Not_Canceled,2018-01-20,January
INN01007,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,4,5,Online,0,0,0,95.0,1,Not_Canceled,2018-04-05,April
INN01008,2,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,2,5,Online,0,0,0,91.0,1,Canceled,2018-02-05,February
INN01009,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,8,24,Online,0,0,0,99.33,1,Not_Canceled,2018-08-24,August
INN01010,3,1,0,4,Meal Plan 1,0,Room_Type 7,110,2017,12,9,Offline,0,0,0,139.5,1,Not_Canceled,2017-12-09,December
INN01011,3,0,2,1,Meal Plan 1,0,Room_Type 4,3,2018,6,12,Online,0,0,0,150.33,0,Not_Canceled,2018-06-12,June
INN01012,2,0,0,1,Not Selected,0,Room_Type 1,54,2018,3,5,Online,0,0,0,69.5,1,Not_Canceled,2018-03-05,March
INN01013,2,0,0,2,Not Selected,0,Room_Type 1,64,2018,4,13,Online,0,0,0,94.5,1,Not_Canceled,2018-04-13,April
INN01014,2,0,1,2,Meal Plan 1,0,Room_Type 1,52,2018,5,27,Offline,0,0,0,85.0,0,Not_Canceled,2018-05-27,May
INN01015,2,0,0,4,Meal Plan 1,0,Room_Type 2,232,2018,8,17,Online,0,0,0,81.82,1,Canceled,2018-08-17,August
INN01016,3,0,0,4,Meal Plan 1,0,Room_Type 1,71,2018,12,6,Offline,0,0,0,105.0,0,Not_Canceled,2018-12-06,December
INN01017,2,0,2,3,Meal Plan 1,0,Room_Type 1,23,2018,8,28,Online,0,0,0,123.8,0,Canceled,2018-08-28,August
INN01018,2,1,1,3,Meal Plan 1,0,Room_Type 1,2,2018,2,1,Online,0,0,0,93.0,2,Not_Canceled,2018-02-01,February
INN01019,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116.0,0,Not_Canceled,2017-09-04,September
INN01020,1,2,2,3,Meal Plan 1,0,Room_Type 6,10,2018,5,13,Online,0,0,0,215.0,0,Canceled,2018-05-13,May
INN01021,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Online,0,0,0,85.0,0,Canceled,2018-04-15,April
INN01022,2,0,0,5,Meal Plan 1,0,Room_Type 1,150,2018,8,30,Online,0,0,0,114.66,1,Not_Canceled,2018-08-30,August
INN01023,2,0,2,3,Meal Plan 1,0,Room_Type 1,359,2018,10,14,Offline,0,0,0,78.0,1,Not_Canceled,2018-10-14,October
INN01024,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled,2018-06-06,June
INN01025,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled,2017-09-18,September
INN01026,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89.0,0,Canceled,2018-11-03,November
INN01027,3,0,0,3,Meal Plan 1,0,Room_Type 4,25,2018,4,6,Online,0,0,0,167.0,0,Canceled,2018-04-06,April
INN01028,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,3,29,Online,0,0,0,89.0,0,Not_Canceled,2018-03-29,March
INN01029,2,0,1,2,Meal Plan 1,0,Room_Type 1,41,2017,10,16,Online,0,0,0,105.9,2,Not_Canceled,2017-10-16,October
INN01030,2,0,0,4,Meal Plan 1,0,Room_Type 1,244,2018,8,2,Online,0,0,0,90.95,0,Canceled,2018-08-02,August
INN01031,2,0,1,2,Meal Plan 1,0,Room_Type 1,11,2018,10,3,Offline,0,0,0,85.0,0,Not_Canceled,2018-10-03,October
INN01032,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,2018,1,14,Offline,0,0,0,60.0,0,Not_Canceled,2018-01-14,January
INN01033,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,2018-06-24,June
INN01034,2,0,1,0,Meal Plan 1,0,Room_Type 1,77,2018,6,26,Online,0,0,0,105.3,1,Canceled,2018-06-26,June
INN01035,2,0,1,0,Not Selected,0,Room_Type 1,30,2018,12,12,Online,0,0,0,108.0,3,Not_Canceled,2018-12-12,December
INN01036,2,0,0,4,Meal Plan 1,0,Room_Type 1,217,2018,5,25,Online,0,0,0,90.1,2,Canceled,2018-05-25,May
INN01037,2,0,1,2,Not Selected,0,Room_Type 1,23,2018,2,12,Online,0,0,0,79.0,1,Canceled,2018-02-12,February
INN01038,2,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,7,12,Online,0,0,0,116.27,1,Not_Canceled,2018-07-12,July
INN01039,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,5,31,Online,0,0,0,106.25,0,Not_Canceled,2018-05-31,May
INN01040,2,0,2,2,Not Selected,0,Room_Type 1,56,2018,11,11,Online,0,0,0,74.8,3,Not_Canceled,2018-11-11,November
INN01041,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Online,0,0,0,94.5,0,Canceled,2017-07-25,July
INN01042,2,1,1,2,Meal Plan 1,0,Room_Type 1,9,2018,4,22,Online,0,0,0,149.0,0,Canceled,2018-04-22,April
INN01043,2,0,0,3,Meal Plan 1,0,Room_Type 4,43,2018,3,17,Online,0,0,0,106.8,0,Not_Canceled,2018-03-17,March
INN01044,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,1,Not_Canceled,2017-09-04,September
INN01045,2,0,1,1,Meal Plan 1,0,Room_Type 4,87,2018,4,9,Online,0,0,0,105.3,0,Canceled,2018-04-09,April
INN01046,2,0,1,5,Meal Plan 1,0,Room_Type 1,22,2017,9,1,Online,0,0,0,105.0,2,Not_Canceled,2017-09-01,September
INN01047,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0.0,0,Not_Canceled,2017-12-10,December
INN01048,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,89.0,0,Canceled,2018-11-04,November
INN01049,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,3,2,Online,0,0,0,86.0,1,Not_Canceled,2018-03-02,March
INN01050,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,3,7,Corporate,1,0,1,80.0,0,Not_Canceled,2018-03-07,March
INN01051,1,0,0,3,Meal Plan 1,0,Room_Type 1,91,2018,4,12,Online,0,0,0,90.9,1,Not_Canceled,2018-04-12,April
INN01052,2,0,0,4,Meal Plan 1,0,Room_Type 1,100,2018,9,28,Online,0,0,0,100.0,0,Canceled,2018-09-28,September
INN01053,2,1,2,0,Not Selected,0,Room_Type 1,91,2018,8,21,Online,0,0,0,107.1,1,Not_Canceled,2018-08-21,August
INN01054,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2018,1,27,Online,0,0,0,89.0,1,Not_Canceled,2018-01-27,January
INN01055,2,0,0,5,Not Selected,0,Room_Type 1,128,2018,8,9,Online,0,0,0,103.5,0,Canceled,2018-08-09,August
INN01056,2,0,1,1,Meal Plan 1,0,Room_Type 1,42,2018,10,31,Online,0,0,0,118.5,1,Not_Canceled,2018-10-31,October
INN01057,2,0,1,3,Meal Plan 1,0,Room_Type 1,18,2018,10,10,Offline,0,0,0,85.0,0,Not_Canceled,2018-10-10,October
INN01058,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled,2018-04-19,April
INN01059,2,0,0,1,Not Selected,0,Room_Type 1,94,2018,12,23,Online,0,0,0,79.2,1,Not_Canceled,2018-12-23,December
INN01060,2,0,0,4,Meal Plan 2,0,Room_Type 1,78,2018,4,26,Offline,0,0,0,105.0,0,Not_Canceled,2018-04-26,April
INN01061,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,3,23,Offline,0,0,0,72.0,1,Not_Canceled,2018-03-23,March
INN01062,1,0,0,4,Not Selected,0,Room_Type 1,1,2018,6,14,Online,0,0,0,121.5,1,Not_Canceled,2018-06-14,June
INN01063,1,0,2,2,Meal Plan 1,0,Room_Type 1,2,2017,10,18,Online,0,0,0,98.21,0,Not_Canceled,2017-10-18,October
INN01064,2,0,1,1,Not Selected,0,Room_Type 1,59,2018,6,20,Online,0,0,0,89.1,1,Not_Canceled,2018-06-20,June
INN01065,2,0,2,3,Meal Plan 1,0,Room_Type 4,16,2018,12,22,Online,0,0,0,77.53,0,Not_Canceled,2018-12-22,December
INN01066,2,0,1,0,Meal Plan 1,0,Room_Type 1,24,2018,8,15,Complementary,0,0,0,0.0,0,Not_Canceled,2018-08-15,August
INN01067,2,0,0,2,Meal Plan 1,0,Room_Type 1,57,2018,8,10,Online,0,0,0,135.9,1,Not_Canceled,2018-08-10,August
INN01068,2,0,2,2,Meal Plan 1,0,Room_Type 4,20,2018,4,9,Online,0,0,0,134.0,1,Not_Canceled,2018-04-09,April
INN01069,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,5,9,Online,0,0,0,103.0,1,Not_Canceled,2018-05-09,May
INN01070,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Online,0,0,0,90.0,0,Canceled,2018-06-24,June
INN01071,2,0,1,1,Meal Plan 1,0,Room_Type 1,27,2018,10,3,Offline,0,0,0,95.0,0,Not_Canceled,2018-10-03,October
INN01072,2,1,1,0,Meal Plan 1,0,Room_Type 1,50,2018,12,25,Online,0,0,0,111.6,2,Not_Canceled,2018-12-25,December
INN01073,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Online,0,0,0,94.5,0,Canceled,2017-07-25,July
INN01074,3,0,2,2,Meal Plan 1,0,Room_Type 4,16,2018,7,16,Online,0,0,0,180.5,0,Canceled,2018-07-16,July
INN01075,2,0,2,3,Meal Plan 1,0,Room_Type 1,92,2017,7,5,Online,0,0,0,49.74,0,Canceled,2017-07-05,July
INN01076,2,0,2,3,Meal Plan 1,0,Room_Type 4,76,2018,3,20,Online,0,0,0,110.15,1,Not_Canceled,2018-03-20,March
INN01077,1,0,0,3,Meal Plan 1,0,Room_Type 1,146,2017,12,29,Offline,0,0,0,65.0,0,Not_Canceled,2017-12-29,December
INN01078,2,0,1,5,Meal Plan 1,0,Room_Type 1,9,2018,8,16,Online,0,0,0,142.0,0,Canceled,2018-08-16,August
INN01079,2,0,1,2,Not Selected,0,Room_Type 1,12,2018,4,29,Online,0,0,0,122.33,0,Canceled,2018-04-29,April
INN01080,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Online,0,0,0,101.5,0,Canceled,2017-10-16,October
INN01081,2,0,0,3,Meal Plan 1,0,Room_Type 1,57,2018,2,11,Online,0,0,0,80.3,0,Not_Canceled,2018-02-11,February
INN01082,2,0,0,1,Not Selected,0,Room_Type 1,31,2018,9,16,Online,0,0,0,125.1,1,Not_Canceled,2018-09-16,September
INN01083,2,0,2,3,Meal Plan 1,0,Room_Type 2,142,2018,8,21,Online,0,0,0,95.79,1,Not_Canceled,2018-08-21,August
INN01084,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Online,0,0,0,115.0,0,Canceled,2018-07-21,July
INN01085,2,0,1,2,Meal Plan 1,0,Room_Type 1,54,2018,11,11,Online,0,0,0,96.0,1,Canceled,2018-11-11,November
INN01086,2,0,0,2,Not Selected,0,Room_Type 1,21,2018,10,26,Online,0,0,0,110.0,1,Canceled,2018-10-26,October
INN01087,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled,2018-02-17,February
INN01088,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,7,5,Online,0,0,0,104.72,1,Not_Canceled,2018-07-05,July
INN01089,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled,2017-09-30,September
INN01090,2,0,0,5,Meal Plan 1,0,Room_Type 1,186,2018,7,19,Online,0,0,0,90.95,1,Canceled,2018-07-19,July
INN01091,2,0,0,3,Not Selected,0,Room_Type 1,36,2018,12,8,Online,0,0,0,88.0,0,Canceled,2018-12-08,December
INN01092,2,0,0,1,Meal Plan 1,1,Room_Type 1,138,2018,5,7,Online,0,0,0,114.3,1,Not_Canceled,2018-05-07,May
INN01093,2,0,0,5,Meal Plan 1,0,Room_Type 4,162,2018,3,8,Offline,0,0,0,62.0,1,Not_Canceled,2018-03-08,March
INN01094,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,10,13,Offline,0,0,0,85.0,0,Not_Canceled,2017-10-13,October
INN01095,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,3,17,Online,0,0,0,73.95,0,Not_Canceled,2018-03-17,March
INN01096,2,0,0,4,Meal Plan 1,0,Room_Type 4,97,2017,12,29,Offline,0,0,0,60.5,1,Not_Canceled,2017-12-29,December
INN01097,3,0,1,2,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,95.0,0,Not_Canceled,2018-01-25,January
INN01098,2,0,0,4,Meal Plan 1,0,Room_Type 1,86,2018,3,23,Online,0,0,0,88.83,1,Canceled,2018-03-23,March
INN01099,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,0,0,0,110.0,0,Canceled,2018-07-06,July
INN01100,2,0,2,2,Meal Plan 1,0,Room_Type 1,24,2017,12,26,Offline,0,0,0,58.0,1,Not_Canceled,2017-12-26,December
INN01101,3,0,1,2,Meal Plan 1,0,Room_Type 4,89,2018,7,25,Online,0,0,0,137.7,2,Not_Canceled,2018-07-25,July
INN01102,2,0,2,1,Meal Plan 1,0,Room_Type 1,66,2017,7,11,Online,0,0,0,58.9,0,Not_Canceled,2017-07-11,July
INN01103,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,2,3,Corporate,1,0,4,66.0,0,Not_Canceled,2018-02-03,February
INN01104,2,0,0,1,Meal Plan 2,0,Room_Type 1,41,2017,9,4,Offline,0,0,0,110.0,0,Not_Canceled,2017-09-04,September
INN01105,3,0,0,2,Meal Plan 1,0,Room_Type 1,45,2018,12,8,Offline,0,0,0,98.1,0,Not_Canceled,2018-12-08,December
INN01106,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,2,Corporate,0,0,0,65.0,0,Not_Canceled,2017-09-02,September
INN01107,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,4,13,Online,0,0,0,143.33,0,Canceled,2018-04-13,April
INN01108,2,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,10,21,Complementary,0,0,0,0.0,0,Not_Canceled,2018-10-21,October
INN01109,3,0,1,2,Meal Plan 1,0,Room_Type 1,161,2018,7,15,Offline,0,0,0,96.9,1,Not_Canceled,2018-07-15,July
INN01110,1,0,2,1,Meal Plan 2,0,Room_Type 1,2,2017,8,15,Online,0,0,0,72.5,0,Canceled,2017-08-15,August
INN01111,1,0,1,2,Not Selected,0,Room_Type 1,13,2018,5,30,Online,0,0,0,87.78,1,Not_Canceled,2018-05-30,May
INN01112,2,0,0,4,Meal Plan 1,0,Room_Type 1,1,2018,3,8,Online,0,0,0,105.0,1,Not_Canceled,2018-03-08,March
INN01113,2,0,1,3,Meal Plan 1,0,Room_Type 1,38,2018,6,20,Online,0,0,0,88.8,0,Canceled,2018-06-20,June
INN01114,2,0,1,3,Meal Plan 1,0,Room_Type 1,166,2017,10,12,Online,0,0,0,89.25,2,Not_Canceled,2017-10-12,October
INN01115,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,65.0,0,Not_Canceled,2017-09-29,September
INN01116,1,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,90.0,0,Not_Canceled,2018-06-15,June
